"","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9"
"1",20.3791675567627,21.6666660308838,18.6333332061768,833,163,9,92.0450592041016,450,34,376,34,11.3583335876465,73.2795715332031,126.840240478516,27.7999992370605,12.3000001907349,15.4999990463257,21.2999992370605,18.6333332061768
"2",21.1625003814697,22.4333343505859,19.4166660308838,802,152,13,87.1170959472656,422,45,353,45,11.3249998092651,73.5389633178711,126.223556518555,28.5,13.1000003814697,15.3999996185303,22.0666656494141,19.4166660308838
"3",18.6041660308838,19.7333335876465,17.1166667938232,1008,195,11,90.0246353149414,532,41,297,41,11.1583337783813,74.3888931274414,109.63697052002,25.7999992370605,10.8000001907349,14.9999990463257,19.3500003814697,17.1166667938232
"4",18.6041660308838,19.7333335876465,17.1166667938232,1008,195,11,90.0246353149414,532,41,297,41,11.1583337783813,74.3888931274414,109.63697052002,25.7999992370605,10.8000001907349,14.9999990463257,19.3500003814697,17.1166667938232
"5",22.3374996185303,23.4166660308838,20.8833332061768,759,147,7,90.9386520385742,412,32,341,32,11.1916666030884,75.1118545532227,105.46703338623,29.5,14.6000003814697,14.8999996185303,23.0666656494141,20.8833332061768
"6",21.8291664123535,22.9166660308838,20.3666667938232,790,154,6,92.0452880859375,431,31,356,31,11.1916666030884,75.1118545532227,105.66796875,29,14.1000003814697,14.8999996185303,22.5666656494141,20.3666667938232
"7",18.0249996185303,19.6833324432373,15.75,1375,255,25,80.1325759887695,679,78,387,90,12.1999998092651,68.1564254760742,163.602905273438,26.6000003814697,8.69999980926514,17.9000015258789,19.1000003814697,16.4333343505859
"8",16.6833343505859,18.3333339691162,14.3833332061768,1372,251,28,77.1355895996094,659,86,391,97,11.9333333969116,67.8030319213867,164.859909057617,25.1000003814697,7.5,17.6000003814697,17.7999992370605,15.033332824707
"9",16.5458335876465,18.1833324432373,14.2333335876465,1369,250,28,77.0969924926758,657,85,390,96,11.8916664123535,67.566291809082,165.508285522461,24.8999996185303,7.30000019073486,17.5999984741211,17.6833343505859,14.8833332061768
"10",18.279167175293,20.0166664123535,15.8833332061768,1465,263,29,73.6660995483398,696,103,389,131,11.875,67.0904006958008,172.395660400391,26.7999992370605,9.10000038146973,17.6999988555908,19.4500007629395,16.5499992370605
"11",16.9833335876465,18.5833320617676,14.716667175293,1358,249,28,77.8445816040039,656,85,385,94,11.9666662216187,68.3809585571289,162.107315063477,25.2999992370605,7.80000019073486,17.5,18.1166667938232,15.3333339691162
"12",17.8125,19.4833335876465,15.466667175293,1442,260,29,74.4084854125977,685,99,389,122,11.8583335876465,67.3768920898438,167.997894287109,26.2000007629395,8.60000038146973,17.6000003814697,18.966667175293,16.1166667938232
"13",17.8125,19.4833335876465,15.466667175293,1442,260,29,74.4084854125977,685,99,389,122,11.8583335876465,67.3768920898438,167.997894287109,26.2000007629395,8.60000038146973,17.6000003814697,18.966667175293,16.1166667938232
"14",18.3624992370605,20.0833339691162,15.966667175293,1495,266,30,72.1932373046875,703,110,393,142,11.8583335876465,66.9962310791016,172.034942626953,26.8999996185303,9.19999980926514,17.7000007629395,19.533332824707,17.9833335876465
"15",18.0375003814697,19.7333335876465,15.6499996185303,1479,264,30,72.6822357177734,696,107,392,136,11.8583335876465,66.9962310791016,170.508941650391,26.5,8.80000019073486,17.7000007629395,19.2000007629395,16.3333339691162
"16",18.0125007629395,19.7333335876465,15.6000003814697,1478,266,30,73.5971603393555,700,106,394,130,11.9416666030884,67.0880126953125,172.509872436523,26.5,8.69999980926514,17.7999992370605,19.1833343505859,16.2999992370605
"17",21.7708339691162,23.7999992370605,19.0666675567627,2526,376,81,47.7898712158203,1005,287,549,433,11.7916669845581,64.4353408813477,195.476760864258,30.8999996185303,12.6000003814697,18.2999992370605,22.5499992370605,21.4333343505859
"18",27.5750007629395,28.4833335876465,26.5666675567627,1639,378,1,98.3804168701172,865,11,482,13,11.8666667938232,77.5599060058594,75.5735855102539,34.9000015258789,19.6000003814697,15.3000011444092,27.6499996185303,26.8500003814697
"19",25.3333339691162,26.3333339691162,24.216667175293,2441,506,4,96.3462677001953,1333,21,733,21,12.1500005722046,76.8987274169922,82.6365127563477,32.9000015258789,17.1000003814697,15.8000011444092,25.533332824707,24.216667175293
"20",24.4375,26.3166675567627,22.6000003814697,1265,265,3,103.481719970703,699,12,367,35,13.1416664123535,66.7089614868164,149.926132202148,34.4000015258789,14.6999998092651,19.7000007629395,24.6833324432373,22.6000003814697
"21",25,26.9166679382324,22.8333339691162,1193,251,1,109.196907043457,735,7,349,7,14.25,67.8571395874023,164.744995117188,35.2000007629395,14.1999998092651,21,25.6666679382324,22.8333339691162
"22",18.0249996185303,19.033332824707,16.6666660308838,1154,239,7,95.7986526489258,615,27,518,27,11.6333332061768,76.5350875854492,99.0523376464844,25.1000003814697,9.89999961853027,15.2000007629395,18.716667175293,16.6666660308838
"23",28.0083332061768,29.5500011444092,26.4833335876465,1360,353,2,110.23078918457,812,15,409,15,13.8000001907349,71.8750076293945,122.229919433594,37.2999992370605,18.1000003814697,19.1999988555908,28.2333335876465,26.4833335876465
"24",27.9458332061768,29.4833335876465,26.4333324432373,1360,354,3,109.588562011719,807,17,408,17,13.7416667938232,71.9458999633789,122.927536010742,37.2000007629395,18.1000003814697,19.1000003814697,28.2000007629395,26.4333324432373
"25",27.9583339691162,29.5,26.4333324432373,1379,358,3,109.413131713867,819,17,413,17,13.7166662216187,71.8150100708008,122.786483764648,37.2000007629395,18.1000003814697,19.1000003814697,28.2000007629395,26.4333324432373
"26",27.9583339691162,29.5,26.4333324432373,1379,358,3,109.413131713867,819,17,413,17,13.7166662216187,71.8150100708008,122.786483764648,37.2000007629395,18.1000003814697,19.1000003814697,28.2000007629395,26.4333324432373
"27",25.8500003814697,28.033332824707,23.6000003814697,1131,231,6,99.5199127197266,637,24,355,24,13.2666664123535,65.6765747070312,176.029434204102,36.0999984741211,15.8999996185303,20.1999988555908,26.75,24.5499992370605
"28",22.3374996185303,23.4166660308838,20.8833332061768,759,147,7,90.9386520385742,412,32,341,32,11.1916666030884,75.1118545532227,105.46703338623,29.5,14.6000003814697,14.8999996185303,23.0666656494141,20.8833332061768
"29",25.1833324432373,26.6499996185303,23.25,879,196,3,102.506820678711,507,13,261,13,11.3166666030884,70.2898635864258,139.011642456055,33.0999984741211,17,16.0999984741211,26.033332824707,23.25
"30",25.529167175293,27.5666656494141,22.9333343505859,1531,321,23,77.6152038574219,749,82,325,153,9.74166679382324,60.1337432861328,189.16633605957,34,17.7999992370605,16.2000007629395,26.6166667938232,25.2666664123535
"31",19.2333335876465,20.5,17.5666656494141,1084,193,21,75.4851531982422,525,73,281,95,11.1499996185303,72.4025955200195,121.848159790039,26.7000007629395,11.3000001907349,15.4000005722046,20.033332824707,18.9333324432373
"32",23.6000003814697,25.5833339691162,21.1333332061768,1096,206,17,82.4584579467773,555,56,298,79,12.1833324432373,65.8558502197266,181.621475219727,33,14.5,18.5,24.6499996185303,23.3833332061768
"33",23.6625003814697,25.5666656494141,21.033332824707,1713,295,32,63.7245330810547,774,125,548,237,9.90833282470703,63.1103973388672,187.157257080078,31.6000003814697,15.8999996185303,15.7000007629395,24.9833335876465,23.1000003814697
"34",19.1625003814697,20.966667175293,16.6333332061768,1540,272,31,70.7919311523438,719,115,395,154,12.125,66.6208801269531,180.908386230469,27.8999996185303,9.69999980926514,18.2000007629395,20.3999996185303,18.8166656494141
"35",16.8666667938232,18.466667175293,14.5999994277954,1386,251,29,75.6919479370117,660,93,388,106,11.8500003814697,68.1034469604492,162.527404785156,25.1000003814697,7.69999980926514,17.4000015258789,18,15.216667175293
"36",25.9874992370605,28.25,22.9500007629395,3579,523,115,45.017635345459,1429,410,862,738,10.3083333969116,60.9960556030273,218.456604003906,34.7999992370605,17.8999996185303,16.8999996185303,26.9166660308838,27.25
