"","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9"
"1",15.3625001907349,16.9500007629395,13.4499998092651,2110,315,59,49.9770545959473,774,215,659,215,8.14166641235352,64.1076126098633,145.307266235352,21.2999992370605,8.60000038146973,12.6999988555908,16.75,13.4499998092651
"2",19.7708339691162,22.033332824707,17.033332824707,1595,239,18,68.1031951904297,656,84,628,84,8.69166660308838,59.9425277709961,207.193984985352,26.5,12,14.5,21.5166664123535,17.033332824707
"3",20.2541675567627,22.4500007629395,17.5666675567627,1595,240,22,66.8637619018555,655,96,620,96,8.60833358764648,60.6220664978027,202.714065551758,26.8999996185303,12.6999998092651,14.1999998092651,21.9833335876465,17.5666675567627
"4",20.6916675567627,22.9166660308838,17.966667175293,1575,237,23,66.1568756103516,645,100,610,100,8.61666679382324,60.2564125061035,205.225296020508,27.3999996185303,13.1000003814697,14.2999992370605,22.4500007629395,17.966667175293
"5",20.9791660308838,23.25,18.2000007629395,1563,236,25,65.7971725463867,640,102,603,102,8.65833282470703,59.712646484375,209.517379760742,27.7999992370605,13.3000001907349,14.4999990463257,22.783332824707,18.2000007629395
"6",22.3541660308838,23.4166660308838,21.0666675567627,1781,307,56,50.0245208740234,682,209,468,246,8.69166660308838,73.6581954956055,97.1282577514648,28,16.2000007629395,11.7999992370605,22.9333324432373,21.1000003814697
"7",22.8083324432373,24.7000007629395,20.6333332061768,1535,231,46,52.603385925293,560,149,497,149,7.78333330154419,61.2860946655273,167.112274169922,28.7999992370605,16.1000003814697,12.6999988555908,24.2999992370605,20.6333332061768
"8",23.966667175293,25.1499996185303,22.5666656494141,1595,220,79,31.139684677124,550,272,358,282,8.51666641235352,72.7920150756836,106.628776550293,29.7000007629395,18,11.7000007629395,24.5499992370605,23.0166664123535
"9",23.3708324432373,25.8333320617676,20.466667175293,1596,218,70,43.9740447998047,593,221,574,223,8.54166698455811,58.504566192627,222.97021484375,30.5,15.8999996185303,14.6000003814697,25.7999992370605,20.6833343505859
"10",24.1958332061768,25.9500007629395,22.2666664123535,1363,220,29,57.8524398803711,513,102,439,102,8.27499961853027,64.1472930908203,150.898193359375,30.2999992370605,17.3999996185303,12.8999996185303,25.5666675567627,22.2666664123535
"11",23.845832824707,26.1833343505859,21,1546,210,56,50.8023872375488,596,185,595,185,9.39166641235352,62.1964683532715,214.925537109375,30.8999996185303,15.8000001907349,15.0999994277954,26.1333332061768,21
"12",24.2250003814697,26,22.2000007629395,1324,201,32,56.5386352539062,511,104,447,104,8.36666584014893,63.8676795959473,154.765228271484,30.5,17.3999996185303,13.1000003814697,25.3833332061768,22.2000007629395
"13",24.0708332061768,26.3333339691162,21.25,1543,219,52,53.8460922241211,602,178,599,178,9.49166679382324,62.4451713562012,210.588562011719,31.1000003814697,15.8999996185303,15.2000007629395,26.2999992370605,21.25
"14",24.6208343505859,26.3833332061768,22.6833343505859,1483,238,53,46.2325668334961,545,178,424,189,8.22500038146973,64.2578125,152.724609375,30.5,17.7000007629395,12.7999992370605,25.9833335876465,22.8333339691162
"15",24.154167175293,26.5,21.283332824707,1526,211,53,51.5393142700195,588,183,588,183,9.64166641235352,62.608226776123,215.274230957031,31.2999992370605,15.8999996185303,15.3999996185303,26.5,21.283332824707
"16",24.3583335876465,26.7000007629395,21.5166664123535,1435,207,47,49.5976028442383,532,169,524,169,9.66666698455811,62.365592956543,215.183151245117,31.6000003814697,16.1000003814697,15.5,26.283332824707,21.5166664123535
"17",24.8708343505859,27.216667175293,22.0833339691162,1412,213,41,57.5701293945312,570,142,568,142,9.25833320617676,61.7222213745117,211.407165527344,31.8999996185303,16.8999996185303,15,27.1499996185303,22.0833339691162
"18",24.8916664123535,27.3666667938232,21.9833335876465,1512,211,71,40.4518508911133,546,221,544,226,8.98333358764648,59.8888969421387,224.649551391602,32.0999984741211,17.1000003814697,14.9999980926514,26.8833332061768,22.2333335876465
"19",24.4874992370605,26.8500003814697,21.6333332061768,1423,207,49,49.1403884887695,527,170,517,170,9.50833320617676,61.7424201965332,217.49739074707,31.7000007629395,16.2999992370605,15.4000015258789,26.4333343505859,21.6333332061768
"20",25.1333332061768,26.8500003814697,23.2999992370605,1230,204,28,57.7208786010742,493,97,366,97,8.45000076293945,65,146.416793823242,31.1000003814697,18.1000003814697,13,26.4166660308838,23.2999992370605
"21",24.591667175293,26.9166660308838,21.7333335876465,1413,208,45,50.4983978271484,525,163,515,163,9.73333358764648,62.7957000732422,215.299301147461,31.7999992370605,16.2999992370605,15.5,26.5166664123535,21.7333335876465
"22",25.0499992370605,27.5,22.1666660308838,1478,205,67,40.9852027893066,533,212,531,218,8.81666660308838,59.5720634460449,223.047088623047,32.2000007629395,17.3999996185303,14.8000011444092,27.033332824707,22.3666667938232
"23",25.2541675567627,27.6333332061768,22.4833335876465,1301,199,53,47.0098037719727,471,173,450,179,8.50833320617676,59.4988327026367,212.703994750977,32.2000007629395,17.8999996185303,14.3000011444092,27.5666656494141,22.6833343505859
"24",24.2708339691162,26.5166664123535,21.4500007629395,1531,231,45,57.6451721191406,628,159,606,159,9.45833301544189,62.6379737854004,209.354583740234,31.2999992370605,16.2000007629395,15.0999984741211,26.4333324432373,21.4500007629395
"25",24.7416667938232,27.033332824707,21.9166679382324,1399,210,37,53.617000579834,528,150,518,150,10.1333332061768,63.7316551208496,211.765640258789,31.8999996185303,16,15.8999996185303,26.6499996185303,21.9166679382324
"26",25.2374992370605,27.5166664123535,22.6000003814697,1347,207,23,66.2129898071289,591,96,591,96,8.84166622161865,60.1473960876465,201.021514892578,31.7999992370605,17.1000003814697,14.6999988555908,27.5166664123535,22.6000003814697
"27",25.2625007629395,27.6333332061768,22.4500007629395,1312,197,52,47.1336059570312,476,174,460,181,8.54166698455811,59.3171272277832,214.180511474609,32.2000007629395,17.7999992370605,14.4000015258789,27.5833339691162,22.6666660308838
"28",25.0791664123535,27.533332824707,22.216667175293,1336,206,48,49.9026679992676,494,163,472,169,7.94166660308838,57.1342887878418,218.158187866211,31.7000007629395,17.7999992370605,13.9000015258789,27.466667175293,22.4833335876465
"29",25.0583324432373,26.2333335876465,23.7666664123535,1389,211,53,44.0973625183105,558,182,332,231,7.94999980926514,71.6216201782227,101.350730895996,30.3999996185303,19.2999992370605,11.1000003814697,25.4500007629395,24.216667175293
"30",24.8875007629395,27.0666656494141,22.283332824707,1478,235,24,70.2556457519531,637,94,632,94,10.1916666030884,64.5042190551758,197.968383789062,31.8999996185303,16.1000003814697,15.7999992370605,27.033332824707,22.283332824707
"31",24.7625007629395,27.0166664123535,21.9333343505859,1466,219,40,55.3548202514648,566,158,564,158,10.158332824707,63.8888893127441,210.022994995117,32,16.1000003814697,15.8999996185303,26.6833343505859,21.9333343505859
"32",25.0166664123535,27.2333335876465,22.3833332061768,1498,236,24,68.5556030273438,631,98,618,98,10.3833332061768,64.8958282470703,200.593826293945,32.2000007629395,16.2000007629395,16,27.2000007629395,22.3833332061768
"33",25.0375003814697,27.4333324432373,22.2000007629395,1421,198,54,47.0635147094727,530,185,521,192,8.62499904632568,59.4827613830566,217.445129394531,32.0999984741211,17.6000003814697,14.4999980926514,27.4166660308838,23.2999992370605
"34",25.1416664123535,27.6166667938232,22.3166656494141,1357,200,46,53.7328643798828,510,147,471,151,7.71666669845581,55.9178695678711,217.661468505859,31.7000007629395,17.8999996185303,13.8000011444092,27.1000003814697,22.5499992370605
"35",25.220832824707,27.0666675567627,23.0833339691162,1330,215,28,60.0406646728516,523,86,466,86,8.42500019073486,63.3458671569824,161.307998657227,31.3999996185303,18.1000003814697,13.2999992370605,26.533332824707,23.0833339691162
"36",24.6499996185303,26.9333343505859,21.7999992370605,1449,225,42,59.2164726257324,577,142,563,142,9.78333282470703,63.118278503418,211.412994384766,31.7999992370605,16.2999992370605,15.5,26.8500003814697,21.7999992370605
"37",25.1958332061768,27.5,22.5666675567627,1192,205,12,69.4487228393555,526,69,526,69,8.80833339691162,59.9206428527832,202.613128662109,31.8999996185303,17.2000007629395,14.6999988555908,27.5,22.5666675567627
"38",24.8999996185303,27.0999984741211,22.0833339691162,1423,215,32,59.5609283447266,555,132,555,132,10.2999992370605,64.3750076293945,206.892578125,32.0999984741211,16.1000003814697,15.9999980926514,27.0999984741211,22.0833339691162
"39",24.8166675567627,27.0666656494141,21.966667175293,1425,215,32,58.4053421020508,553,135,552,135,10.0499992370605,63.6075973510742,210.273986816406,32,16.2000007629395,15.7999992370605,26.7333335876465,21.966667175293
"40",25.5249996185303,27.8999996185303,22.8166675567627,1272,194,52,45.5501251220703,450,176,427,184,7.90000009536743,58.0882415771484,210.221725463867,32.2999992370605,18.7000007629395,13.5999984741211,27.7999992370605,23.783332824707
"41",25.5666656494141,27.9499988555908,22.8500003814697,1265,196,51,44.0931739807129,438,177,408,194,7.91666650772095,58.2107925415039,210.813690185547,32.2999992370605,18.7000007629395,13.5999984741211,27.8499984741211,23.8166675567627
"42",25.2875003814697,27.716667175293,22.466667175293,1298,200,46,48.5485725402832,469,163,445,173,7.69166707992554,56.1435585021973,216.124176025391,31.8999996185303,18.2000007629395,13.6999988555908,27.6499996185303,22.6833343505859
