"","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9"
"1",14.0375003814697,15.5,12.25,1600,293,25,64.8682861328125,689,91,544,91,10.3249998092651,71.2068939208984,132.238159179688,20.6000003814697,6.09999990463257,14.5,15.3333339691162,12.25
"2",16.5625,17.783332824707,15.1666669845581,1744,371,29,69.3431854248047,755,97,548,97,10.7583332061768,74.1954040527344,107.177101135254,23,8.5,14.5,17.6166667938232,15.1666669845581
"3",16.0499992370605,17.4500007629395,14.2333335876465,1330,209,39,50.1366539001465,490,130,424,144,10.5833330154419,72.4885787963867,132.132843017578,22.7000007629395,8.10000038146973,14.6000003814697,17.3500003814697,14.466667175293
"4",16.6166667938232,18.0166664123535,14.9499998092651,1731,369,30,69.5189361572266,753,96,547,96,10.4666662216187,71.6894989013672,124.505081176758,23.2000007629395,8.60000038146973,14.6000003814697,17.8166675567627,14.9499998092651
"5",16.3999996185303,17.716667175293,14.7666664123535,1596,282,25,64.3280258178711,674,86,534,86,10.5,72.9166717529297,119.848388671875,22.8999996185303,8.5,14.3999996185303,17.5666656494141,14.7666664123535
"6",17.0166664123535,18.3333339691162,15.3499994277954,1239,200,32,53.4252319335938,467,112,407,120,11.1833333969116,74.0618133544922,121.922737121582,23.7999992370605,8.69999980926514,15.0999994277954,18.216667175293,15.5500001907349
"7",16.6416664123535,18.0499992370605,14.8166666030884,1267,202,37,50.6826782226562,466,123,406,137,10.8000001907349,72.4832229614258,132.576446533203,23.3999996185303,8.5,14.8999996185303,17.9333324432373,15.0500001907349
"8",17.0791664123535,18.3666667938232,15.4833335876465,1579,264,27,61.3942337036133,654,97,527,97,10.6583337783813,73.505744934082,116.374359130859,23.7000007629395,9.19999980926514,14.5000009536743,18.1833343505859,15.4833335876465
"9",17.404167175293,18.6666679382324,15.966667175293,1715,350,28,68.0907440185547,741,93,551,93,10.8083333969116,74.0296859741211,110.195259094238,23.8999996185303,9.30000019073486,14.5999994277954,18.5,15.966667175293
"10",17.8541660308838,19.2000007629395,16.25,1523,271,27,62.2615547180176,644,94,506,94,10.9916667938232,72.7924880981445,119.05802154541,24.6000003814697,9.5,15.1000003814697,19.0166664123535,16.25
