"","wc2.1_30s_bio_1","wc2.1_30s_bio_10","wc2.1_30s_bio_11","wc2.1_30s_bio_12","wc2.1_30s_bio_13","wc2.1_30s_bio_14","wc2.1_30s_bio_15","wc2.1_30s_bio_16","wc2.1_30s_bio_17","wc2.1_30s_bio_18","wc2.1_30s_bio_19","wc2.1_30s_bio_2","wc2.1_30s_bio_3","wc2.1_30s_bio_4","wc2.1_30s_bio_5","wc2.1_30s_bio_6","wc2.1_30s_bio_7","wc2.1_30s_bio_8","wc2.1_30s_bio_9"
"1",23.6833343505859,26.3666667938232,21.3333339691162,1221,162,46,44.5260925292969,471,149,471,149,10.4166669845581,61.6370811462402,206.236114501953,32.2000007629395,15.3000001907349,16.9000015258789,26.3666667938232,21.3333339691162
"2",23.6833343505859,26.3666667938232,21.3333339691162,1221,162,46,44.5260925292969,471,149,471,149,10.4166669845581,61.6370811462402,206.236114501953,32.2000007629395,15.3000001907349,16.9000015258789,26.3666667938232,21.3333339691162
"3",23.6833343505859,26.3666667938232,21.3333339691162,1221,162,46,44.5260925292969,471,149,471,149,10.4166669845581,61.6370811462402,206.236114501953,32.2000007629395,15.3000001907349,16.9000015258789,26.3666667938232,21.3333339691162
"4",22.1791667938232,24.6333332061768,18.9333324432373,1450,191,42,40.675163269043,524,156,518,228,11.7583332061768,63.2168464660645,244.73046875,30.2999992370605,11.6999998092651,18.5999984741211,24.533332824707,18.9833335876465
"5",22.1791667938232,24.6333332061768,18.9333324432373,1450,191,42,40.675163269043,524,156,518,228,11.7583332061768,63.2168464660645,244.73046875,30.2999992370605,11.6999998092651,18.5999984741211,24.533332824707,18.9833335876465
"6",22.1791667938232,24.6333332061768,18.9333324432373,1450,191,42,40.675163269043,524,156,518,228,11.7583332061768,63.2168464660645,244.73046875,30.2999992370605,11.6999998092651,18.5999984741211,24.533332824707,18.9833335876465
"7",20.6958332061768,21.5666656494141,19.033332824707,1504,244,8,76.2052688598633,709,32,433,53,11.158332824707,68.0386199951172,111.792388916016,28,11.6000003814697,16.3999996185303,21.2333335876465,19.1666660308838
"8",25.2374992370605,26.3833332061768,23.2000007629395,1389,210,16,67.4493789672852,612,54,578,98,12.1916666030884,68.1098785400391,142.910064697266,33.0999984741211,15.1999998092651,17.8999977111816,26.3833332061768,23.2000007629395
"9",25.2374992370605,26.3833332061768,23.2000007629395,1389,210,16,67.4493789672852,612,54,578,98,12.1916666030884,68.1098785400391,142.910064697266,33.0999984741211,15.1999998092651,17.8999977111816,26.3833332061768,23.2000007629395
"10",25.2374992370605,26.3833332061768,23.2000007629395,1389,210,16,67.4493789672852,612,54,578,98,12.1916666030884,68.1098785400391,142.910064697266,33.0999984741211,15.1999998092651,17.8999977111816,26.3833332061768,23.2000007629395
"11",22.5541667938232,23.6333332061768,20.6000003814697,1519,237,13,69.4694747924805,682,53,682,53,12.5583333969116,70.1582870483398,134.847702026367,30.2000007629395,12.3000001907349,17.9000015258789,23.6333332061768,20.6000003814697
"12",22.5541667938232,23.6333332061768,20.6000003814697,1519,237,13,69.4694747924805,682,53,682,53,12.5583333969116,70.1582870483398,134.847702026367,30.2000007629395,12.3000001907349,17.9000015258789,23.6333332061768,20.6000003814697
"13",22.5541667938232,23.6333332061768,20.6000003814697,1519,237,13,69.4694747924805,682,53,682,53,12.5583333969116,70.1582870483398,134.847702026367,30.2000007629395,12.3000001907349,17.9000015258789,23.6333332061768,20.6000003814697
"14",24.4541664123535,25.8666667938232,22.6833324432373,1374,193,18,60.0440559387207,566,88,499,88,12.875,73.1534118652344,134.898254394531,31.7999992370605,14.1999998092651,17.5999984741211,25.75,22.6833324432373
"15",24.4541664123535,25.8666667938232,22.6833324432373,1374,193,18,60.0440559387207,566,88,499,88,12.875,73.1534118652344,134.898254394531,31.7999992370605,14.1999998092651,17.5999984741211,25.75,22.6833324432373
"16",24.4541664123535,25.8666667938232,22.6833324432373,1374,193,18,60.0440559387207,566,88,499,88,12.875,73.1534118652344,134.898254394531,31.7999992370605,14.1999998092651,17.5999984741211,25.75,22.6833324432373
"17",26.966667175293,27.6833343505859,25.966667175293,1649,305,4,87.1284942626953,837,14,408,28,11.5333337783813,73.4607238769531,71.3293762207031,34.4000015258789,18.7000007629395,15.7000007629395,27.2666664123535,26.0166664123535
"18",26.966667175293,27.6833343505859,25.966667175293,1649,305,4,87.1284942626953,837,14,408,28,11.5333337783813,73.4607238769531,71.3293762207031,34.4000015258789,18.7000007629395,15.7000007629395,27.2666664123535,26.0166664123535
"19",26.966667175293,27.6833343505859,25.966667175293,1649,305,4,87.1284942626953,837,14,408,28,11.5333337783813,73.4607238769531,71.3293762207031,34.4000015258789,18.7000007629395,15.7000007629395,27.2666664123535,26.0166664123535
